id,y_true,y_pred,absolute_error
1736198944.738176,185.0,145.42886478164903,39.571135218350975
1736198946.240417,81.0,99.59049696614417,18.590496966144173
1736198947.742936,52.0,174.51021586431253,122.51021586431253
1736198949.24537,174.0,178.55362819497498,4.553628194974976
1736198950.748518,65.0,99.7376248784888,34.7376248784888
1736198952.251072,55.0,42.64913432963907,12.350865670360932
1736198953.754208,202.0,147.72007505052477,54.27992494947523
1736198955.258909,198.0,182.3114936765587,15.688506323441288
1736198956.760419,160.0,114.83926457785543,45.16073542214457
1736198958.263122,182.0,118.06323326559342,63.936766734406575
1736198959.76561,86.0,155.22757789951248,69.22757789951248
1736198961.26984,77.0,77.25157679390554,0.2515767939055422
1736198962.772275,55.0,81.79851556715472,26.798515567154723
1736198964.274854,308.0,263.7858956299527,44.21410437004732
1736198965.777274,87.0,112.82246612771675,25.82246612771675
1736198967.279809,79.0,116.18374385594583,37.183743855945835
1736198968.782687,54.0,93.67244614539979,39.67244614539979
1736198970.286407,128.0,228.664421229978,100.66442122997799
1736198971.789326,215.0,245.15893112913434,30.158931129134345
1736198973.292073,197.0,150.50948202984713,46.490517970152865
1736198974.795576,89.0,115.86775938785144,26.867759387851436
1736198976.298469,182.0,139.11094848513832,42.88905151486168
1736198977.804129,173.0,218.17956586383505,45.17956586383505
1736198979.30838,53.0,82.17314606462564,29.17314606462564
1736198980.810867,72.0,79.33316712217174,7.333167122171744
1736198982.314365,86.0,155.22757789951248,69.22757789951248
1736198983.818673,111.0,106.90170583652417,4.098294163475828
1736198985.321868,249.0,210.08705555805898,38.91294444194102
1736198986.826015,265.0,207.92152620299922,57.07847379700078
1736198988.329012,166.0,211.75723036152326,45.757230361523256
1736198989.831999,135.0,128.46271126779868,6.5372887322013185
1736198991.33493,181.0,84.17329376111893,96.82670623888107
1736198992.840032,116.0,45.00931180037145,70.99068819962855
1736198994.343174,225.0,169.5568762854548,55.44312371454521
1736198995.846697,341.0,261.5033009537206,79.49669904627939
1736198997.349875,126.0,178.36563218463417,52.365632184634165
1736198998.854604,128.0,168.2136323571602,40.21363235716021
1736199000.357859,123.0,197.50400064427618,74.50400064427618
1736199001.860701,233.0,202.40028088712938,30.599719112870616
1736199003.363985,123.0,197.50400064427618,74.50400064427618
1736199004.869369,145.0,123.28822726210797,21.711772737892034
1736199006.375459,220.0,198.3657597782563,21.63424022174371
1736199007.878774,310.0,213.58474731592622,96.41525268407378
1736199009.38232,92.0,77.82913280746159,14.17086719253841
1736199010.885321,144.0,182.84144086141268,38.84144086141268
1736199012.388169,321.0,235.29901729836644,85.70098270163356
1736199013.890881,129.0,106.83685612017888,22.16314387982112
1736199015.393301,137.0,197.4742725361748,60.474272536174794
1736199016.895817,219.0,146.6456135715725,72.35438642842749
1736199018.398598,89.0,115.86775938785144,26.867759387851436
1736199019.901574,150.0,148.98348937882523,1.016510621174774
1736199021.404092,65.0,53.72923884480225,11.270761155197746
1736199022.907155,216.0,170.65576194574703,45.34423805425297
1736199024.409845,273.0,258.5873382278404,14.412661772159595
1736199025.912334,208.0,230.2619844126803,22.261984412680306
