id,y_true,y_pred,absolute_error
1736206892.275893,177.0,119.15634476346727,57.843655236532726
1736206893.779771,241.0,191.89112987172945,49.10887012827055
1736206895.282609,219.0,146.6456135715725,72.35438642842749
1736206896.787851,281.0,283.6355672939131,2.635567293913084
1736206898.291297,150.0,203.0562833697471,53.05628336974709
1736206899.794764,142.0,142.51668652733716,0.516686527337157
1736206901.297197,104.0,74.6761245641992,29.3238754358008
1736206902.798546,127.0,119.90095828566663,7.099041714333367
1736206904.301015,72.0,50.859338459277225,21.140661540722775
1736206905.803409,210.0,151.99864316366757,58.001356836332434
1736206907.305747,68.0,191.33750925921345,123.33750925921345
1736206908.80858,90.0,143.05621637777142,53.05621637777142
1736206910.311684,246.0,231.55903987256556,14.440960127434437
1736206911.815981,220.0,211.85920933166517,8.14079066833483
1736206913.318805,115.0,138.35423107449964,23.354231074499637
1736206914.822919,52.0,63.272209632486906,11.272209632486906
1736206916.326832,270.0,291.00209870551987,21.00209870551987
1736206917.830148,125.0,101.83547601327307,23.164523986726934
1736206919.33257,96.0,85.25929885962952,10.740701140370476
1736206920.837152,258.0,291.2310232238409,33.23102322384091
1736206922.342087,145.0,123.28822726210797,21.711772737892034
1736206923.847897,142.0,109.49622651124143,32.50377348875857
1736206925.350598,221.0,202.4957582368978,18.504241763102186
1736206926.853652,259.0,221.07802261365345,37.921977386346555
1736206928.357384,170.0,191.16913737313726,21.16913737313726
1736206929.861873,103.0,129.83194068571228,26.831940685712283
1736206931.366833,77.0,172.85465073967254,95.85465073967254
1736206932.872045,178.0,193.01767569490363,15.01767569490363
1736206934.374534,104.0,101.05531243166942,2.944687568330579
1736206935.877628,131.0,129.05329822369725,1.9467017763027457
1736206937.381485,179.0,115.06927393282328,63.93072606717672
1736206938.885923,132.0,121.22650413525088,10.773495864749123
1736206940.388787,55.0,149.46756884126117,94.46756884126117
1736206941.892573,258.0,234.58534354544747,23.414656454552528
1736206943.396297,53.0,116.22357073469361,63.22357073469361
1736206944.899987,259.0,158.27435685146014,100.72564314853986
1736206946.403631,145.0,123.28822726210797,21.711772737892034
1736206947.907506,283.0,184.78118571770753,98.21881428229247
1736206949.411634,232.0,230.14173331652196,1.8582666834780355
1736206950.915809,120.0,162.60032245893692,42.600322458936915
1736206952.420313,276.0,157.87622023133642,118.12377976866358
1736206953.924496,151.0,206.11637746200643,55.116377462006426
1736206955.428585,265.0,201.48184993149977,63.51815006850023
1736206956.931225,249.0,210.08705555805898,38.91294444194102
1736206958.435154,272.0,192.32195136984916,79.67804863015084
1736206959.938002,129.0,158.71496032215657,29.71496032215657
1736206961.441728,233.0,254.0550836192973,21.055083619297307
1736206962.945942,182.0,139.11094848513832,42.88905151486168
1736206964.449658,97.0,106.35234546947197,9.35234546947197
1736206965.954155,110.0,158.80803758307357,48.80803758307357
1736206967.458582,115.0,138.35423107449964,23.354231074499637
1736206968.962166,273.0,258.5873382278404,14.412661772159595
1736206970.465627,150.0,203.0562833697471,53.05628336974709
1736206971.969141,310.0,254.21618464810825,55.78381535189175
1736206973.473038,241.0,191.89112987172945,49.10887012827055
1736206974.976089,198.0,157.92323491051735,40.07676508948265
1736206976.481378,50.0,140.45908566353486,90.45908566353486
1736206977.98461,102.0,87.66299299506956,14.337007004930442
1736206979.48989,170.0,104.08374518466498,65.91625481533502
1736206980.993208,80.0,79.05271657222744,0.947283427772561
1736206982.496065,144.0,182.84144086141268,38.84144086141268
1736206984.000901,97.0,124.3412578117174,27.341257811717398
1736206985.505,152.0,220.20374610563522,68.20374610563522
1736206987.010239,200.0,151.24730648245344,48.75269351754656
1736206988.513185,64.0,89.83346357830649,25.833463578306493
1736206990.016687,65.0,126.01950348470086,61.01950348470086
1736206991.519456,236.0,230.5772242337341,5.422775766265886
1736206993.022654,135.0,128.46271126779868,6.5372887322013185
1736206994.525946,196.0,164.1638609596704,31.836139040329613
1736206996.028717,129.0,190.14593543639543,61.14593543639543
1736206997.532203,265.0,201.48184993149977,63.51815006850023
1736206999.034742,104.0,101.05531243166942,2.944687568330579
1736207000.53737,158.0,69.8431832468639,88.1568167531361
1736207002.040921,199.0,111.81820897916504,87.18179102083496
1736207003.543853,94.0,158.3490236300328,64.3490236300328
1736207005.046787,259.0,240.07103693707936,18.928963062920644
1736207006.549278,246.0,152.79406586257076,93.20593413742924
1736207008.052178,170.0,191.16913737313726,21.16913737313726
1736207009.555397,144.0,122.9573406793088,21.0426593206912
1736207011.058608,220.0,166.5571261240656,53.442873875934396
1736207012.562476,66.0,122.53549577691773,56.53549577691773
1736207014.065619,47.0,46.59573859486116,0.4042614051388398
1736207015.569761,115.0,92.68775339240395,22.31224660759605
1736207017.074971,200.0,156.57687377662785,43.42312622337215
1736207018.580068,90.0,143.05621637777142,53.05621637777142
1736207020.082869,160.0,117.99621449150408,42.00378550849592
1736207021.585676,69.0,100.66339134964326,31.663391349643263
1736207023.089849,233.0,254.0550836192973,21.055083619297307
1736207024.593254,292.0,195.91816334725578,96.08183665274422
1736207026.096701,122.0,169.70306360529418,47.703063605294176
1736207027.599419,115.0,92.68775339240395,22.31224660759605
1736207029.10198,97.0,148.00343178174552,51.00343178174552
1736207030.605469,49.0,98.58167682957607,49.58167682957607
1736207032.110484,270.0,291.00209870551987,21.00209870551987
1736207033.615027,152.0,220.20374610563522,68.20374610563522
1736207035.11893,116.0,140.57188922298192,24.571889222981923
1736207036.623562,181.0,174.16595788399368,6.834042116006316
1736207038.128027,310.0,254.21618464810825,55.78381535189175
1736207039.633078,72.0,65.3907931623051,6.609206837694899
1736207041.136452,95.0,146.27173897170897,51.27173897170897
1736207042.63953,236.0,230.5772242337341,5.422775766265886
1736207044.143977,68.0,113.11352854390736,45.113528543907364
1736207045.647014,115.0,138.35423107449964,23.354231074499637
1736207047.151218,73.0,152.38094687603638,79.38094687603638
1736207048.654054,310.0,254.21618464810825,55.78381535189175
1736207050.157286,139.0,177.5025536482221,38.50255364822209
1736207051.660765,72.0,98.75749764337766,26.75749764337766
1736207053.165168,137.0,97.12927989718484,39.870720102815156
1736207054.667976,215.0,245.15893112913434,30.158931129134345
1736207056.172203,111.0,171.80327594438552,60.80327594438552
1736207057.677098,63.0,53.47336302211859,9.52663697788141
1736207059.17891,206.0,162.37809618375738,43.62190381624262
1736207060.681596,177.0,119.15634476346727,57.843655236532726
1736207062.184502,53.0,82.17314606462564,29.17314606462564
1736207063.68831,236.0,230.5772242337341,5.422775766265886
1736207065.192827,272.0,239.46228792160946,32.53771207839054
1736207066.697149,151.0,164.48803383176866,13.48803383176866
1736207068.202012,59.0,69.4757150737422,10.475715073742194
1736207069.704867,55.0,74.15429264703332,19.154292647033316
1736207071.209053,230.0,284.13968072574926,54.13968072574926
1736207072.712546,113.0,91.0061622716949,21.993837728305095
1736207074.215421,52.0,63.272209632486906,11.272209632486906
1736207075.718163,151.0,206.11637746200643,55.116377462006426
1736207077.22106,202.0,192.0710798651897,9.928920134810312
1736207078.724983,142.0,109.49622651124143,32.50377348875857
1736207080.228919,104.0,74.6761245641992,29.3238754358008
1736207081.733751,47.0,46.59573859486116,0.4042614051388398
1736207083.237119,102.0,87.66299299506956,14.337007004930442
1736207084.740214,155.0,222.48361014848808,67.48361014848808
1736207086.245651,171.0,177.17568486302878,6.175684863028778
1736207087.75088,263.0,262.294905161449,0.7050948385510196
1736207089.256102,94.0,100.70827185407569,6.70827185407569
1736207090.758953,69.0,95.1004370398678,26.1004370398678
1736207092.261955,116.0,45.00931180037145,70.99068819962855
1736207093.764738,248.0,223.740482745929,24.259517254071
1736207095.269547,77.0,172.85465073967254,95.85465073967254
1736207096.773222,262.0,179.7516611004495,82.2483388995505
1736207098.278291,88.0,114.14481794014834,26.144817940148343
1736207099.782185,65.0,53.72923884480225,11.270761155197746
1736207101.286518,248.0,203.7505820486254,44.249417951374596
1736207102.789468,59.0,69.4757150737422,10.475715073742194
1736207104.293944,53.0,125.21981271821261,72.21981271821261
1736207105.799136,58.0,165.09471401739233,107.09471401739233
1736207107.304634,135.0,128.46271126779868,6.5372887322013185
1736207108.81058,88.0,144.85620155198018,56.85620155198018
1736207110.31353,95.0,146.27173897170897,51.27173897170897
1736207111.816676,120.0,162.60032245893692,42.600322458936915
1736207113.321074,148.0,132.175618882606,15.824381117394012
1736207114.825625,170.0,134.57861970761707,35.421380292382935
1736207116.329713,230.0,284.13968072574926,54.13968072574926
1736207117.834311,88.0,104.57638949869413,16.576389498694127
1736207119.338616,69.0,111.54550875990512,42.54550875990512
1736207120.84339,131.0,157.01425963883105,26.01425963883105
1736207122.34685,52.0,61.1286680946513,9.128668094651303
1736207123.850478,109.0,162.6473989763018,53.64739897630179
1736207125.353124,262.0,160.41741938199718,101.58258061800282
1736207126.856407,65.0,99.7376248784888,34.7376248784888
1736207128.360723,150.0,148.98348937882523,1.016510621174774
1736207129.86334,70.0,174.7208351872619,104.72083518726191
1736207131.366402,107.0,113.03465398619905,6.0346539861990465
1736207132.871106,39.0,58.4686736724457,19.468673672445703
1736207134.376658,113.0,91.0061622716949,21.993837728305095
1736207135.879424,53.0,116.22357073469361,63.22357073469361
1736207137.382782,166.0,211.75723036152326,45.757230361523256
1736207138.887557,140.0,128.82556725044935,11.174432749550647
1736207140.392037,180.0,219.35145025161313,39.35145025161313
1736207141.896138,295.0,221.77392889122234,73.22607110877766
1736207143.398997,124.0,176.64745114783543,52.647451147835426
1736207144.903553,25.0,146.27950555690472,121.27950555690472
